pcode_district,provisional_licences_male,provisional_licences_female,provisional_total,full_licences_male,full_licences_female,full_total,file_date
CT10,1316,1410,2726,9119,8577,17696,2019-08-01
CT11,2267,2430,4697,9609,8156,17765,2019-08-01
CT12,1173,1391,2564,6393,5468,11861,2019-08-01
CT13,383,415,798,3401,3112,6513,2019-08-01
CT14,1695,1987,3682,12792,11391,24183,2019-08-01
CT15,480,608,1088,5360,4857,10217,2019-08-01
CT16,1299,1434,2733,6838,5506,12344,2019-08-01
CT17,1526,1747,3273,6701,5377,12078,2019-08-01
CT18,489,523,1012,5813,5466,11279,2019-08-01
CT19,1913,2265,4178,9240,7789,17029,2019-08-01
CT20,1528,1739,3267,7931,6184,14115,2019-08-01
CT21,610,728,1338,6753,6391,13144,2019-08-01
CV00,0,0,0,0,1,1,2019-08-01
CV01,4562,3566,8128,6989,3043,10032,2019-08-01
CV02,5694,7004,12698,20569,15206,35775,2019-08-01
CV03,4437,5508,9945,23755,18891,42646,2019-08-01
CV04,2351,2752,5103,10260,8064,18324,2019-08-01
CV05,2369,2746,5115,17467,14999,32466,2019-08-01
CV06,7751,9220,16971,29147,21121,50268,2019-08-01
CV07,1112,1409,2521,11403,10395,21798,2019-08-01
CV08,1084,1189,2273,12510,11868,24378,2019-08-01
CV09,895,1119,2014,8456,7301,15757,2019-08-01
CV10,2615,3620,6235,18772,15851,34623,2019-08-01
CV11,2001,2423,4424,14671,12061,26732,2019-08-01
CV12,1474,1987,3461,11246,9566,20812,2019-08-01
CV13,253,325,578,4641,4375,9016,2019-08-01
CV18,0,0,0,0,1,1,2019-08-01
CV19,0,0,0,1,0,1,2019-08-01
CV21,2441,2923,5364,13782,10323,24105,2019-08-01
CV22,1564,1863,3427,14060,12462,26522,2019-08-01
CV23,688,807,1495,9653,8925,18578,2019-08-01
CV27,0,0,0,1,0,1,2019-08-01
CV31,2033,2287,4320,10606,8439,19045,2019-08-01
CV32,1569,1745,3314,11978,10391,22369,2019-08-01
CV33,222,244,466,2963,2797,5760,2019-08-01
CV34,1450,1739,3189,12214,11073,23287,2019-08-01
CV35,658,776,1434,10758,10528,21286,2019-08-01
CV36,277,332,609,4011,3850,7861,2019-08-01
CV37,1719,2090,3809,16828,15934,32762,2019-08-01
CV42,0,0,0,1,0,1,2019-08-01
CV47,563,696,1259,7422,6919,14341,2019-08-01
CW01,2489,2931,5420,13926,11617,25543,2019-08-01
CW02,2182,2324,4506,14870,12664,27534,2019-08-01
CW03,260,325,585,3779,3639,7418,2019-08-01
CW04,255,275,530,4177,4190,8367,2019-08-01
CW05,976,1043,2019,11899,11422,23321,2019-08-01
CW06,262,359,621,5575,5471,11046,2019-08-01
CW07,1813,2277,4090,11368,9864,21232,2019-08-01
CW08,1271,1471,2742,15285,14397,29682,2019-08-01
CW09,1341,1452,2793,13292,11939,25231,2019-08-01
CW10,462,589,1051,6120,5635,11755,2019-08-01
CW11,771,840,1611,9994,9658,19652,2019-08-01
CW12,1063,1178,2241,12027,11288,23315,2019-08-01
DA00,1,1,2,0,0,0,2019-08-01
DA01,3818,4748,8566,20980,17373,38353,2019-08-01
DA02,1039,1375,2414,8646,7934,16580,2019-08-01
DA03,563,583,1146,6965,6721,13686,2019-08-01
DA04,337,375,712,3813,3565,7378,2019-08-01
DA05,868,918,1786,8088,7679,15767,2019-08-01
DA06,577,677,1254,3803,3340,7143,2019-08-01
DA07,1700,2070,3770,13014,11727,24741,2019-08-01
DA08,3063,3850,6913,11091,9145,20236,2019-08-01
DA09,723,824,1547,5177,4521,9698,2019-08-01
DA10,467,631,1098,2883,2345,5228,2019-08-01
DA11,2721,3180,5901,13572,10537,24109,2019-08-01
DA12,3198,3715,6913,16852,14009,30861,2019-08-01
DA13,360,421,781,6135,5870,12005,2019-08-01
DA14,1143,1452,2595,7686,7233,14919,2019-08-01
DA15,1294,1529,2823,10811,9894,20705,2019-08-01
DA16,2178,2790,4968,13169,11227,24396,2019-08-01
DA17,1524,1923,3447,6080,4880,10960,2019-08-01
DA18,758,897,1655,1366,935,2301,2019-08-01
DD01,1118,977,2095,2255,1507,3762,2019-08-01
DD02,2645,3248,5893,12659,11122,23781,2019-08-01
DD03,2656,3071,5727,11017,8680,19697,2019-08-01
DD04,3270,3988,7258,12571,10319,22890,2019-08-01
DD05,993,1184,2177,12222,11786,24008,2019-08-01
DD06,419,507,926,3477,3366,6843,2019-08-01
DD07,455,601,1056,4736,4379,9115,2019-08-01
DD08,1084,1426,2510,10702,9581,20283,2019-08-01
DD09,513,657,1170,4031,3620,7651,2019-08-01
DD10,880,1141,2021,7879,6951,14830,2019-08-01
DD11,1337,1672,3009,9768,8369,18137,2019-08-01
DE01,1369,1239,2608,4011,2279,6290,2019-08-01
DE02,24,18,42,64,28,92,2019-08-01
DE03,557,727,1284,6763,6260,13023,2019-08-01
DE04,1168,1474,2642,13306,12179,25485,2019-08-01
DE05,827,1162,1989,8210,7241,15451,2019-08-01
DE06,730,854,1584,10388,9758,20146,2019-08-01
DE07,2394,3122,5516,17615,14750,32365,2019-08-01
DE11,1852,2413,4265,16638,14671,31309,2019-08-01
DE12,679,857,1536,8488,7642,16130,2019-08-01
DE13,1343,1779,3122,15989,14626,30615,2019-08-01
DE14,2275,2636,4911,10387,7305,17692,2019-08-01
DE15,1235,1502,2737,8473,7027,15500,2019-08-01
DE19,0,0,0,0,1,1,2019-08-01
DE21,2961,3916,6877,19664,16646,36310,2019-08-01
DE22,2613,3074,5687,15625,13182,28807,2019-08-01
DE23,4976,5451,10427,18665,13770,32435,2019-08-01
DE24,3792,5200,8992,17898,13726,31624,2019-08-01
DE40,0,0,0,1,0,1,2019-08-01
DE44,0,0,0,0,1,1,2019-08-01
DE45,215,265,480,3323,3226,6549,2019-08-01
DE51,0,0,0,1,0,1,2019-08-01
DE55,2062,2694,4756,18853,16213,35066,2019-08-01
DE56,1280,1624,2904,15192,14036,29228,2019-08-01
DE65,647,805,1452,9212,8694,17906,2019-08-01
DE66,0,0,0,0,1,1,2019-08-01
DE72,598,823,1421,8144,7632,15776,2019-08-01
DE73,576,782,1358,7730,7282,15012,2019-08-01
DE74,433,487,920,4713,4127,8840,2019-08-01
DE75,880,1057,1937,6427,5532,11959,2019-08-01
DG01,1176,1360,2536,9956,9048,19004,2019-08-01
DG02,1330,1711,3041,7735,6835,14570,2019-08-01
DG03,170,245,415,1814,1700,3514,2019-08-01
DG04,206,317,523,1487,1110,2597,2019-08-01
DG05,219,239,458,1963,1783,3746,2019-08-01
DG06,262,291,553,1890,1801,3691,2019-08-01
DG07,441,520,961,4719,4492,9211,2019-08-01
DG08,485,653,1138,4771,4300,9071,2019-08-01
DG09,804,950,1754,5588,4888,10476,2019-08-01
DG10,166,194,360,1488,1333,2821,2019-08-01
DG11,492,602,1094,5050,4553,9603,2019-08-01
DG12,654,805,1459,4362,3717,8079,2019-08-01
DG13,120,143,263,1087,955,2042,2019-08-01
DG14,34,39,73,563,502,1065,2019-08-01
DG16,152,209,361,1391,1215,2606,2019-08-01
DH01,2082,2368,4450,13635,12230,25865,2019-08-01
DH02,1360,1980,3340,10721,8966,19687,2019-08-01
DH03,1250,1698,2948,8970,7551,16521,2019-08-01
DH04,1642,2089,3731,11821,10011,21832,2019-08-01
DH05,1027,1523,2550,6824,5402,12226,2019-08-01
DH06,1515,2154,3669,12030,10206,22236,2019-08-01
DH07,1854,2619,4473,14509,12469,26978,2019-08-01
DH08,1746,2335,4081,13638,11766,25404,2019-08-01
DH09,1978,2706,4684,11805,9305,21110,2019-08-01
DH10,0,0,0,1,0,1,2019-08-01
DH11,0,0,0,1,0,1,2019-08-01
DL01,2881,3899,6780,15123,11588,26711,2019-08-01
DL02,453,559,1012,7172,6967,14139,2019-08-01
DL03,2343,2808,5151,14927,12942,27869,2019-08-01
DL04,587,761,1348,3085,2310,5395,2019-08-01
DL05,1532,2024,3556,9927,8483,18410,2019-08-01
DL06,527,663,1190,5859,5408,11267,2019-08-01
DL07,356,476,832,5987,5857,11844,2019-08-01
DL08,408,540,948,7786,7358,15144,2019-08-01
DL09,1647,1287,2934,5221,3526,8747,2019-08-01
DL10,623,784,1407,7093,6752,13845,2019-08-01
DL11,118,121,239,2172,2081,4253,2019-08-01
DL12,370,474,844,4742,4320,9062,2019-08-01
DL13,417,555,972,5463,4740,10203,2019-08-01
DL14,1717,2343,4060,12801,10756,23557,2019-08-01
DL15,902,1295,2197,7766,6537,14303,2019-08-01
DL16,851,1156,2007,7628,6486,14114,2019-08-01
DL17,897,1288,2185,6033,4779,10812,2019-08-01
DN00,1,0,1,1,0,1,2019-08-01
DN01,1153,982,2135,2527,1070,3597,2019-08-01
DN02,1720,2115,3835,7883,5889,13772,2019-08-01
DN03,1115,1535,2650,11047,9560,20607,2019-08-01
DN04,3037,3708,6745,18308,14496,32804,2019-08-01
DN05,1922,2590,4512,13693,11626,25319,2019-08-01
DN06,1861,2472,4333,10031,7970,18001,2019-08-01
DN07,1112,1554,2666,7633,6212,13845,2019-08-01
DN08,976,1332,2308,6104,4634,10738,2019-08-01
DN09,597,708,1305,8534,8180,16714,2019-08-01
DN10,350,414,764,5186,4800,9986,2019-08-01
DN11,1408,1814,3222,9996,8582,18578,2019-08-01
DN12,1601,2099,3700,7253,5525,12778,2019-08-01
DN14,1972,2771,4743,17394,14447,31841,2019-08-01
DN15,2470,2603,5073,12152,9319,21471,2019-08-01
DN16,1614,1987,3601,10490,8833,19323,2019-08-01
DN17,1701,2218,3919,13080,11192,24272,2019-08-01
DN18,520,729,1249,4557,3810,8367,2019-08-01
DN19,174,220,394,2555,2299,4854,2019-08-01
DN20,587,745,1332,7521,6647,14168,2019-08-01
DN21,1748,2318,4066,13717,11930,25647,2019-08-01
DN22,1373,1758,3131,13401,12120,25521,2019-08-01
DN31,833,1015,1848,2433,1509,3942,2019-08-01
DN32,2454,2724,5178,7731,5587,13318,2019-08-01
DN33,1278,1490,2768,6478,5441,11919,2019-08-01
DN34,1166,1448,2614,6418,5164,11582,2019-08-01
DN35,1962,2366,4328,11099,9072,20171,2019-08-01
DN36,547,695,1242,8145,7469,15614,2019-08-01
DN37,885,1117,2002,8022,7219,15241,2019-08-01
DN38,82,102,184,1164,1053,2217,2019-08-01
DN39,86,102,188,1161,1003,2164,2019-08-01
DN40,672,934,1606,4630,3530,8160,2019-08-01
DN41,145,204,349,2571,2438,5009,2019-08-01
DT00,0,0,0,0,1,1,2019-08-01
DT01,841,1031,1872,7434,6943,14377,2019-08-01
DT02,668,748,1416,10576,10362,20938,2019-08-01
DT03,867,1010,1877,9477,8823,18300,2019-08-01
DT04,2121,2347,4468,12979,11258,24237,2019-08-01
DT05,723,850,1573,4355,3754,8109,2019-08-01
DT06,747,871,1618,8583,8452,17035,2019-08-01
DT07,222,235,457,2172,2094,4266,2019-08-01
DT08,162,201,363,2416,2370,4786,2019-08-01
DT09,680,812,1492,8276,8177,16453,2019-08-01
DT10,301,368,669,4842,4598,9440,2019-08-01
DT11,1113,1229,2342,12244,10998,23242,2019-08-01
DY01,2132,2640,4772,10727,8435,19162,2019-08-01
DY02,2500,3216,5716,10702,7892,18594,2019-08-01
DY03,1324,1705,3029,12360,10742,23102,2019-08-01
DY04,3097,4114,7211,13336,9819,23155,2019-08-01
DY05,2200,3014,5214,13889,11171,25060,2019-08-01
DY06,801,1042,1843,10977,9971,20948,2019-08-01
DY07,182,212,394,3256,3177,6433,2019-08-01
DY08,2017,2501,4518,18484,16541,35025,2019-08-01
DY09,1372,1666,3038,11085,9754,20839,2019-08-01
DY10,1658,2063,3721,13147,11713,24860,2019-08-01
DY11,1382,1754,3136,11511,9991,21502,2019-08-01
DY12,357,430,787,5059,4668,9727,2019-08-01
DY13,801,1016,1817,8878,8030,16908,2019-08-01
DY14,216,208,424,3666,3358,7024,2019-08-01
E00,0,0,0,1,0,1,2019-08-01
E01,11498,8810,20308,18024,9218,27242,2019-08-01
E01H,0,1,1,0,0,0,2019-08-01
E01L,1,0,1,0,0,0,2019-08-01
E01O,0,0,0,0,1,1,2019-08-01
E01W,1106,1251,2357,4777,3124,7901,2019-08-01
E02,5866,5793,11659,12242,7548,19790,2019-08-01
E02A,0,1,1,0,0,0,2019-08-01
E02O,0,0,0,0,1,1,2019-08-01
E03,7112,7216,14328,15961,10289,26250,2019-08-01
E04,4701,5280,9981,22826,19165,41991,2019-08-01
E05,7529,7663,15192,12469,8459,20928,2019-08-01
E06,17038,13427,30465,24308,12732,37040,2019-08-01
E07,12651,9046,21697,16472,8580,25052,2019-08-01
E08,5747,6215,11962,10985,7870,18855,2019-08-01
E09,5853,6530,12383,9804,7147,16951,2019-08-01
E10,8054,6785,14839,14872,8635,23507,2019-08-01
E11,7086,6697,13783,18966,13804,32770,2019-08-01
E12,9541,7027,16568,12629,6575,19204,2019-08-01
E13,10153,8050,18203,13775,7325,21100,2019-08-01
E14,10232,10640,20872,26240,15566,41806,2019-08-01
E15,9622,8579,18201,15941,8935,24876,2019-08-01
E16,7569,7982,15551,15464,9364,24828,2019-08-01
E17,15561,14519,30080,34599,23063,57662,2019-08-01
E18,1416,1517,2933,7253,6254,13507,2019-08-01
E19,0,0,0,1,0,1,2019-08-01
E20,398,510,908,1608,996,2604,2019-08-01
EC01,16,7,23,21,6,27,2019-08-01
EC01A,78,61,139,338,190,528,2019-08-01
EC01B,2,0,2,1,0,1,2019-08-01
EC01H,0,0,0,0,1,1,2019-08-01
EC01M,112,98,210,459,263,722,2019-08-01
EC01N,302,344,646,715,385,1100,2019-08-01
EC01P,2,2,4,4,0,4,2019-08-01
EC01Q,1,0,1,0,0,0,2019-08-01
EC01R,571,646,1217,1513,1018,2531,2019-08-01
EC01S,0,1,1,1,0,1,2019-08-01
EC01U,2,1,3,0,0,0,2019-08-01
EC01V,1620,1640,3260,3739,2212,5951,2019-08-01
EC01Y,397,409,806,1067,638,1705,2019-08-01
EC01Z,0,0,0,1,0,1,2019-08-01
EC02,1,1,2,6,2,8,2019-08-01
EC02A,128,110,238,563,291,854,2019-08-01
EC02H,0,1,1,2,0,2,2019-08-01
EC02M,21,8,29,169,33,202,2019-08-01
EC02N,4,3,7,30,6,36,2019-08-01
EC02P,0,0,0,5,2,7,2019-08-01
EC02R,2,1,3,41,16,57,2019-08-01
EC02U,0,0,0,1,0,1,2019-08-01
EC02V,4,5,9,96,26,122,2019-08-01
EC02Y,194,194,388,1444,993,2437,2019-08-01
EC03,0,1,1,1,0,1,2019-08-01
EC03A,8,5,13,72,9,81,2019-08-01
EC03M,5,4,9,20,8,28,2019-08-01
EC03N,28,26,54,138,58,196,2019-08-01
EC03P,1,0,1,1,1,2,2019-08-01
EC03R,18,11,29,64,31,95,2019-08-01
EC03V,4,1,5,58,19,77,2019-08-01
EC03Z,1,0,1,0,0,0,2019-08-01
EC04,2,1,3,3,2,5,2019-08-01
EC04A,51,23,74,144,89,233,2019-08-01
EC04B,0,0,0,1,0,1,2019-08-01
EC04H,0,0,0,1,0,1,2019-08-01
EC04M,16,14,30,130,48,178,2019-08-01
EC04N,6,1,7,69,18,87,2019-08-01
EC04P,0,0,0,10,4,14,2019-08-01
EC04R,6,6,12,43,13,56,2019-08-01
EC04S,1,0,1,0,0,0,2019-08-01
EC04V,29,28,57,177,103,280,2019-08-01
EC04W,0,0,0,1,0,1,2019-08-01
EC04Y,16,16,32,123,71,194,2019-08-01
EC08Y,0,1,1,0,0,0,2019-08-01
EC10,1,0,1,0,0,0,2019-08-01
EC11,0,1,1,0,0,0,2019-08-01
EC12,0,0,0,1,0,1,2019-08-01
EC14,1,2,3,4,0,4,2019-08-01
EC15,0,0,0,1,0,1,2019-08-01
EC16,0,0,0,1,0,1,2019-08-01
EC17,1,0,1,2,2,4,2019-08-01
EC19,0,1,1,1,0,1,2019-08-01
EC24,0,0,0,0,1,1,2019-08-01
EC27,0,0,0,3,1,4,2019-08-01
EC28,0,0,0,1,0,1,2019-08-01
EC31,0,0,0,0,1,1,2019-08-01
EC34,1,0,1,0,0,0,2019-08-01
EC47,0,0,0,4,0,4,2019-08-01
EC77,1,0,1,0,0,0,2019-08-01
EH00,1,5,6,1,3,4,2019-08-01
EH01,585,524,1109,1450,1021,2471,2019-08-01
EH01U,0,1,1,0,0,0,2019-08-01
EH02,110,103,213,435,254,689,2019-08-01
EH03,1798,1909,3707,7433,6272,13705,2019-08-01
EH03O,0,0,0,1,0,1,2019-08-01
EH04,3777,4239,8016,18032,16076,34108,2019-08-01
EH05,1547,1922,3469,6473,5378,11851,2019-08-01
EH06,3339,3498,6837,12149,9719,21868,2019-08-01
EH07,2778,3051,5829,10250,8021,18271,2019-08-01
EH08,1855,1915,3770,5831,4677,10508,2019-08-01
EH09,1362,1501,2863,6384,5930,12314,2019-08-01
EH10,1976,1901,3877,13001,11607,24608,2019-08-01
EH11,3740,3823,7563,10221,7614,17835,2019-08-01
EH12,1944,2448,4392,14135,13143,27278,2019-08-01
EH13,921,1058,1979,4840,4352,9192,2019-08-01
EH14,2691,2959,5650,13245,11266,24511,2019-08-01
EH15,1369,1597,2966,6993,6286,13279,2019-08-01
EH16,2459,2883,5342,9186,7632,16818,2019-08-01
EH17,1439,1867,3306,6041,4835,10876,2019-08-01
EH18,99,155,254,845,813,1658,2019-08-01
EH19,699,904,1603,5220,4865,10085,2019-08-01
EH20,361,494,855,2348,1946,4294,2019-08-01
EH21,1554,1883,3437,8210,7310,15520,2019-08-01
EH22,1806,2353,4159,10878,9528,20406,2019-08-01
EH23,483,667,1150,3226,2848,6074,2019-08-01
EH24,73,126,199,712,683,1395,2019-08-01
EH25,159,215,374,1236,1157,2393,2019-08-01
EH26,886,1204,2090,6092,5395,11487,2019-08-01
EH27,145,168,313,1080,1025,2105,2019-08-01
EH28,149,197,346,1306,1151,2457,2019-08-01
EH29,207,281,488,1944,1812,3756,2019-08-01
EH30,458,642,1100,3788,3447,7235,2019-08-01
EH31,82,83,165,1023,998,2021,2019-08-01
EH32,934,1226,2160,6951,6206,13157,2019-08-01
EH33,654,872,1526,4816,4244,9060,2019-08-01
EH34,68,84,152,1016,992,2008,2019-08-01
EH35,84,155,239,829,685,1514,2019-08-01
EH36,13,8,21,170,166,336,2019-08-01
EH37,52,86,138,651,617,1268,2019-08-01
EH38,13,13,26,172,178,350,2019-08-01
EH39,369,470,839,3737,3649,7386,2019-08-01
EH40,64,85,149,848,831,1679,2019-08-01
EH41,494,646,1140,4704,4435,9139,2019-08-01
EH42,485,611,1096,4149,3853,8002,2019-08-01
EH43,45,63,108,274,255,529,2019-08-01
EH44,122,162,284,1268,1188,2456,2019-08-01
EH45,453,553,1006,4091,3896,7987,2019-08-01
EH46,125,140,265,1488,1494,2982,2019-08-01
EH47,1452,2028,3480,9185,7597,16782,2019-08-01
EH48,1761,2324,4085,13417,11688,25105,2019-08-01
EH49,644,841,1485,6113,5719,11832,2019-08-01
EH51,716,875,1591,5174,4573,9747,2019-08-01
EH52,943,1306,2249,7244,6205,13449,2019-08-01
EH53,466,602,1068,4143,3728,7871,2019-08-01
EH54,3644,4702,8346,18388,15637,34025,2019-08-01
EH55,421,524,945,3028,2554,5582,2019-08-01
EN00,0,0,0,0,1,1,2019-08-01
EN01,3568,4347,7915,15471,13426,28897,2019-08-01
EN02,1666,2138,3804,10920,9891,20811,2019-08-01
EN03,5982,7732,13714,17746,13461,31207,2019-08-01
EN04,1611,1813,3424,10025,9088,19113,2019-08-01
EN05,2593,3172,5765,14330,12905,27235,2019-08-01
EN06,1247,1448,2695,11678,10982,22660,2019-08-01
EN07,836,957,1793,8662,8240,16902,2019-08-01
EN08,2278,2739,5017,13720,11343,25063,2019-08-01
EN09,1117,1289,2406,9763,8573,18336,2019-08-01
EN10,728,851,1579,6817,6416,13233,2019-08-01
EN11,1014,1112,2126,8568,7558,16126,2019-08-01
EX00,0,0,0,2,0,2,2019-08-01
EX01,1295,1515,2810,7454,6670,14124,2019-08-01
EX02,2141,2603,4744,15040,13589,28629,2019-08-01
EX03,156,152,308,1886,1936,3822,2019-08-01
EX04,3308,3844,7152,16195,13525,29720,2019-08-01
EX05,637,771,1408,9382,9102,18484,2019-08-01
EX06,394,427,821,6086,5879,11965,2019-08-01
EX07,616,738,1354,5073,4686,9759,2019-08-01
EX08,1711,2041,3752,13650,12652,26302,2019-08-01
EX09,168,229,397,2763,2756,5519,2019-08-01
EX10,535,673,1208,6618,6639,13257,2019-08-01
EX11,257,288,545,3543,3542,7085,2019-08-01
EX12,274,403,677,3693,3507,7200,2019-08-01
EX13,390,472,862,5012,4831,9843,2019-08-01
EX14,674,828,1502,8407,7865,16272,2019-08-01
EX15,733,817,1550,8911,8349,17260,2019-08-01
EX16,1263,1543,2806,12244,11307,23551,2019-08-01
EX17,727,843,1570,7609,7256,14865,2019-08-01
EX18,108,96,204,1352,1285,2637,2019-08-01
EX19,60,105,165,1575,1460,3035,2019-08-01
EX20,707,910,1617,8405,7783,16188,2019-08-01
EX21,108,105,213,1898,1801,3699,2019-08-01
EX22,319,386,705,4717,4227,8944,2019-08-01
EX23,575,673,1248,6210,5849,12059,2019-08-01
EX24,109,129,238,1497,1507,3004,2019-08-01
EX31,915,1109,2024,10096,9442,19538,2019-08-01
EX32,1356,1588,2944,8288,7298,15586,2019-08-01
EX33,334,413,747,4015,3769,7784,2019-08-01
EX34,939,1108,2047,6347,5427,11774,2019-08-01
EX35,82,74,156,696,629,1325,2019-08-01
EX36,321,360,681,3652,3312,6964,2019-08-01
EX37,77,95,172,1662,1526,3188,2019-08-01
EX38,317,359,676,3199,2962,6161,2019-08-01
EX39,1539,1888,3427,14440,13360,27800,2019-08-01
FK01,1461,1904,3365,9767,8273,18040,2019-08-01
FK01O,0,0,0,0,1,1,2019-08-01
FK02,2191,2761,4952,17381,15459,32840,2019-08-01
FK03,1007,1258,2265,5347,4429,9776,2019-08-01
FK04,548,817,1365,4793,4304,9097,2019-08-01
FK05,738,1020,1758,7295,6828,14123,2019-08-01
FK06,676,870,1546,4901,4219,9120,2019-08-01
FK07,1538,2135,3673,10291,9395,19686,2019-08-01
FK08,1083,1197,2280,6175,5476,11651,2019-08-01
FK09,600,782,1382,4416,4073,8489,2019-08-01
FK10,1992,2609,4601,12481,11003,23484,2019-08-01
FK11,99,133,232,1040,1018,2058,2019-08-01
FK12,243,290,533,1767,1580,3347,2019-08-01
FK13,297,359,656,2186,1869,4055,2019-08-01
FK14,189,197,386,1844,1777,3621,2019-08-01
FK15,439,524,963,4112,4015,8127,2019-08-01
FK16,82,98,180,919,874,1793,2019-08-01
FK17,149,181,330,1383,1286,2669,2019-08-01
FK18,4,6,10,98,79,177,2019-08-01
FK19,25,27,52,253,208,461,2019-08-01
FK20,28,43,71,164,123,287,2019-08-01
FK21,46,51,97,402,342,744,2019-08-01
FY00,0,0,0,3,3,6,2019-08-01
FY01,3577,3661,7238,9306,5909,15215,2019-08-01
FY02,1408,1572,2980,8157,6964,15121,2019-08-01
FY03,2217,2695,4912,10201,8638,18839,2019-08-01
FY04,2672,3337,6009,14733,12332,27065,2019-08-01
FY05,1696,1931,3627,16622,15105,31727,2019-08-01
FY06,771,938,1709,11317,10653,21970,2019-08-01
FY07,1878,2124,4002,7993,6389,14382,2019-08-01
FY08,1813,1999,3812,16976,15762,32738,2019-08-01
G01,598,405,1003,1519,816,2335,2019-08-01
G02,324,223,547,594,268,862,2019-08-01
G02O,0,1,1,0,0,0,2019-08-01
G03,1945,1673,3618,4928,3247,8175,2019-08-01
G04,1342,975,2317,2639,1441,4080,2019-08-01
G05,1423,1233,2656,3161,1972,5133,2019-08-01
G06,0,4,4,4,0,4,2019-08-01
G07,1,0,1,4,2,6,2019-08-01
G08,0,0,0,2,0,2,2019-08-01
G09,0,0,0,3,0,3,2019-08-01
G10,0,2,2,0,0,0,2019-08-01
G11,1614,1670,3284,6017,5345,11362,2019-08-01
G12,1764,1656,3420,8242,7382,15624,2019-08-01
G13,2304,2654,4958,9747,8429,18176,2019-08-01
G14,1571,1779,3350,5128,4237,9365,2019-08-01
G15,1796,2055,3851,4035,3219,7254,2019-08-01
G16,2,1,3,0,0,0,2019-08-01
G17,0,0,0,0,1,1,2019-08-01
G18,0,1,1,0,1,1,2019-08-01
G19,1,0,1,0,0,0,2019-08-01
G20,3141,3355,6496,7756,5952,13708,2019-08-01
G21,3338,3623,6961,6564,4407,10971,2019-08-01
G22,1949,2254,4203,4073,2863,6936,2019-08-01
G23,563,729,1292,2098,1774,3872,2019-08-01
G24,1,0,1,0,0,0,2019-08-01
G25,0,2,2,1,0,1,2019-08-01
G26,0,0,0,2,0,2,2019-08-01
G29,0,0,0,1,0,1,2019-08-01
G30,3,0,3,1,0,1,2019-08-01
G31,2835,2954,5789,5859,4088,9947,2019-08-01
G32,2665,3341,6006,10784,8343,19127,2019-08-01
G33,3509,4206,7715,12512,10438,22950,2019-08-01
G34,1099,1307,2406,1756,1227,2983,2019-08-01
G35,1,1,2,0,0,0,2019-08-01
G36,0,2,2,2,0,2,2019-08-01
G37,0,0,0,0,1,1,2019-08-01
G38,0,0,0,1,0,1,2019-08-01
G39,0,0,0,0,1,1,2019-08-01
G40,1281,1526,2807,3065,1993,5058,2019-08-01
G41,2718,2853,5571,10723,8805,19528,2019-08-01
G42,3780,3234,7014,8178,5562,13740,2019-08-01
G43,1288,1388,2676,5412,4648,10060,2019-08-01
G44,1813,2226,4039,9319,8362,17681,2019-08-01
G45,1723,1987,3710,3353,2268,5621,2019-08-01
G46,1701,1909,3610,8596,7940,16536,2019-08-01
G47,1,1,2,3,1,4,2019-08-01
G48,2,0,2,2,1,3,2019-08-01
G49,0,0,0,3,0,3,2019-08-01
G50,2,0,2,1,1,2,2019-08-01
G51,2953,2917,5870,5852,3788,9640,2019-08-01
G52,2254,2849,5103,8002,6633,14635,2019-08-01
G53,2883,3428,6311,9659,8242,17901,2019-08-01
G54,1,0,1,2,0,2,2019-08-01
G55,0,2,2,1,1,2,2019-08-01
G56,1,1,2,1,0,1,2019-08-01
G57,0,1,1,0,0,0,2019-08-01
G58,0,0,0,1,0,1,2019-08-01
G60,254,314,568,1959,1846,3805,2019-08-01
G61,1076,1126,2202,11137,11113,22250,2019-08-01
G62,597,653,1250,5023,4994,10017,2019-08-01
G63,310,350,660,3859,3995,7854,2019-08-01
G64,1145,1450,2595,9741,9271,19012,2019-08-01
G65,809,1001,1810,4617,3875,8492,2019-08-01
G66,1903,2399,4302,13944,12857,26801,2019-08-01
G67,2662,3283,5945,10509,8336,18845,2019-08-01
G68,793,921,1714,7093,6715,13808,2019-08-01
G69,1775,2261,4036,12267,11021,23288,2019-08-01
G70,0,0,0,1,2,3,2019-08-01
G71,1481,1884,3365,10681,9871,20552,2019-08-01
G72,2909,3593,6502,16728,14729,31457,2019-08-01
G73,2206,2654,4860,9875,8473,18348,2019-08-01
G74,1900,2332,4232,13294,11646,24940,2019-08-01
G75,2360,3109,5469,13576,11881,25457,2019-08-01
G76,939,1117,2056,8139,8065,16204,2019-08-01
G77,864,1044,1908,9863,10007,19870,2019-08-01
G78,1446,1755,3201,7805,6935,14740,2019-08-01
G80,1,0,1,0,0,0,2019-08-01
G81,2954,3664,6618,11217,9301,20518,2019-08-01
G82,1584,2003,3587,8717,7675,16392,2019-08-01
G83,1478,1958,3436,8157,7050,15207,2019-08-01
G84,1196,1433,2629,7791,7163,14954,2019-08-01
GL00,0,0,0,0,1,1,2019-08-01
GL01,3109,3324,6433,11103,7907,19010,2019-08-01
GL01D,0,0,0,0,1,1,2019-08-01
GL02,1960,2484,4444,22024,20545,42569,2019-08-01
GL03,1238,1636,2874,12487,11534,24021,2019-08-01
GL04,2381,2997,5378,17227,15369,32596,2019-08-01
GL05,1515,1606,3121,11600,10876,22476,2019-08-01
GL06,829,941,1770,10091,9893,19984,2019-08-01
